NetID,Email Address,Section,First Name,Last Name,SID,Homework 1,Homework 1 - Max Points,Homework 1 - Submission Time,Homework 2,Homework 2 - Max Points,Homework 2 - Submission Time,Homework 3,Homework 3 - Max Points,Homework 3 - Submission Time,Homework 4,Homework 4 - Max Points,Homework 4 - Submission Time,Homework 5,Homework 5 - Max Points,Homework 5 - Submission Time,Homework 6,Homework 6 - Max Points,Homework 6 - Submission Time,Homework 7,Homework 7 - Max Points,Homework 7 - Submission Time,Homework 8,Homework 8 - Max Points,Homework 8 - Submission Time,Homework 9,Homework 9 - Max Points,Homework 9 - Submission Time,Homework 10,Homework 10 - Max Points,Homework 10 - Submission Time,Exam 1,Exam 1 - Max Points,Exam 1 - Submission Time,Exam 2,Exam 2 - Max Points,Exam 2 - Submission Time,Exam 3,Exam 3 - Max Points,Exam 3 - Submission Time,Quiz 1,Quiz 2,Quiz 3,Quiz 4,Quiz 5,Exam 1 Score,Exam 2 Score,Exam 3 Score,Total Homework,Average Homework,Homework Score,Total Quizzes,Average Quizzes,Quiz Score,Final Score,Ceiling Score,Final Grade
mxl12345,malaika.lambert@univ.edu,2,Malaika,Lambert,mxl12345,63.0,80,2019-08-29 08:56:02-07:00,57,80,2019-09-05 08:56:02-07:00,78,80,2019-09-12 08:56:02-07:00,83,100,2019-09-19 08:56:02-07:00,61,70,2019-09-26 08:56:02-07:00,88,90,2019-10-03 08:56:02-07:00,42,50,2019-10-10 08:56:02-07:00,58,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,37,60,2019-10-31 08:56:02-07:00,60,100,2019-10-08 12:30:07-07:00,91,100,2019-11-08 12:30:07-07:00,93,100,2019-12-08 12:30:07-07:00,8,10,10,13,6,0.6,0.91,0.93,0.827027027027027,0.8189444444444444,0.827027027027027,0.6811594202898551,0.682149223325694,0.682149223325694,0.795955577808519,80.0,B
smj00936,stacy.johnson@univ.edu,2,Stacy,Johnson,smj00936,74.0,80,2019-08-29 08:56:02-07:00,55,80,2019-09-05 08:56:02-07:00,60,80,2019-09-12 08:56:02-07:00,67,100,2019-09-19 08:56:02-07:00,46,70,2019-09-26 08:56:02-07:00,85,90,2019-10-03 08:56:02-07:00,43,50,2019-10-10 08:56:02-07:00,42,70,2019-10-17 08:56:02-07:00,59,60,2019-10-24 08:56:02-07:00,48,60,2019-10-31 08:56:02-07:00,96,100,2019-10-08 12:30:07-07:00,80,100,2019-11-08 12:30:07-07:00,86,100,2019-12-08 12:30:07-07:00,6,14,11,7,7,0.96,0.8,0.86,0.7824324324324324,0.7877420634920634,0.7877420634920634,0.6521739130434783,0.6418360071301248,0.6521739130434783,0.7677489993098688,77.0,C
dma58910,daisy.anderson@univ.edu,2,Daisy,Anderson,dma58910,64.0,80,2019-08-29 08:56:02-07:00,52,80,2019-09-05 08:56:02-07:00,57,80,2019-09-12 08:56:02-07:00,84,100,2019-09-19 08:56:02-07:00,54,70,2019-09-26 08:56:02-07:00,63,90,2019-10-03 08:56:02-07:00,34,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,38,60,2019-10-24 08:56:02-07:00,45,60,2019-10-31 08:56:02-07:00,92,100,2019-10-08 12:30:07-07:00,66,100,2019-11-08 12:30:07-07:00,94,100,2019-12-08 12:30:07-07:00,9,6,10,6,7,0.92,0.66,0.94,0.7243243243243244,0.7180119047619048,0.7243243243243244,0.5507246376811594,0.5636643748408454,0.5636643748408454,0.7118290421819834,72.0,C
hsw06874,holly.watson@univ.edu,2,Holly,Watson,hsw06874,66.0,80,2019-08-29 08:56:02-07:00,51,80,2019-09-05 08:56:02-07:00,66,80,2019-09-12 08:56:02-07:00,79,100,2019-09-19 08:56:02-07:00,53,70,2019-09-26 08:56:02-07:00,55,90,2019-10-03 08:56:02-07:00,35,50,2019-10-10 08:56:02-07:00,61,70,2019-10-17 08:56:02-07:00,49,60,2019-10-24 08:56:02-07:00,49,60,2019-10-31 08:56:02-07:00,81,100,2019-10-08 12:30:07-07:00,100,100,2019-11-08 12:30:07-07:00,90,100,2019-12-08 12:30:07-07:00,11,12,10,6,5,0.81,1.0,0.9,0.7621621621621621,0.7650515873015872,0.7650515873015872,0.6376811594202898,0.6466946778711484,0.6466946778711484,0.7755290382819795,78.0,C
bkr19538,brandy.reilly@univ.edu,2,Brandy,Reilly,bkr19538,70.0,80,2019-08-29 08:56:02-07:00,80,80,2019-09-05 08:56:02-07:00,55,80,2019-09-12 08:56:02-07:00,84,100,2019-09-19 08:56:02-07:00,42,70,2019-09-26 08:56:02-07:00,79,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,60,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,52,60,2019-10-31 08:56:02-07:00,69,100,2019-10-08 12:30:07-07:00,67,100,2019-11-08 12:30:07-07:00,95,100,2019-12-08 12:30:07-07:00,5,13,6,14,10,0.69,0.67,0.95,0.8256756756756757,0.8234087301587302,0.8256756756756757,0.6956521739130435,0.7014973262032086,0.7014973262032086,0.7847194681312328,79.0,C
lxc64780,lorraine.carter@univ.edu,2,Lorraine,Carter,lxc64780,50.0,80,2019-08-29 08:56:02-07:00,66,80,2019-09-05 08:56:02-07:00,62,80,2019-09-12 08:56:02-07:00,80,100,2019-09-19 08:56:02-07:00,42,70,2019-09-26 08:56:02-07:00,66,90,2019-10-03 08:56:02-07:00,38,50,2019-10-10 08:56:02-07:00,56,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,43,60,2019-10-31 08:56:02-07:00,68,100,2019-10-08 12:30:07-07:00,69,100,2019-11-08 12:30:07-07:00,99,100,2019-12-08 12:30:07-07:00,5,13,14,12,10,0.68,0.69,0.99,0.7405405405405405,0.7384999999999999,0.7405405405405405,0.782608695652174,0.7670435446906035,0.782608695652174,0.7824988249118684,79.0,C
rxd29805,robert.douglas@univ.edu,2,Robert,Douglas,rxd29805,57.0,80,2019-08-29 08:56:02-07:00,53,80,2019-09-05 08:56:02-07:00,73,80,2019-09-12 08:56:02-07:00,78,100,2019-09-19 08:56:02-07:00,42,70,2019-09-26 08:56:02-07:00,83,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,69,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,39,60,2019-10-31 08:56:02-07:00,86,100,2019-10-08 12:30:07-07:00,67,100,2019-11-08 12:30:07-07:00,87,100,2019-12-08 12:30:07-07:00,8,9,13,10,8,0.86,0.67,0.87,0.7824324324324324,0.7778769841269841,0.7824324324324324,0.6956521739130435,0.6945861981156098,0.6956521739130435,0.7621686251468861,77.0,C
sem28474,stephen.miller@univ.edu,2,Stephen,Miller,sem28474,50.0,80,2019-08-29 08:56:02-07:00,48,80,2019-09-05 08:56:02-07:00,63,80,2019-09-12 08:56:02-07:00,77,100,2019-09-19 08:56:02-07:00,57,70,2019-09-26 08:56:02-07:00,81,90,2019-10-03 08:56:02-07:00,49,50,2019-10-10 08:56:02-07:00,69,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,72,100,2019-10-08 12:30:07-07:00,70,100,2019-11-08 12:30:07-07:00,97,100,2019-12-08 12:30:07-07:00,8,10,7,13,4,0.72,0.7,0.97,0.7972972972972973,0.80625,0.80625,0.6086956521739131,0.6135217723453018,0.6135217723453018,0.7580565317035906,76.0,C
bjg14618,benjamin.graham@univ.edu,2,Benjamin,Graham,bjg14618,64.0,80,2019-08-29 08:56:02-07:00,52,80,2019-09-05 08:56:02-07:00,58,80,2019-09-12 08:56:02-07:00,87,100,2019-09-19 08:56:02-07:00,60,70,2019-09-26 08:56:02-07:00,89,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,50,60,2019-10-24 08:56:02-07:00,37,60,2019-10-31 08:56:02-07:00,81,100,2019-10-08 12:30:07-07:00,73,100,2019-11-08 12:30:07-07:00,81,100,2019-12-08 12:30:07-07:00,7,15,6,6,7,0.81,0.73,0.81,0.7878378378378378,0.780388888888889,0.7878378378378378,0.5942028985507246,0.6002419149477973,0.6002419149477973,0.7302077096194743,74.0,C
hxg56446,heidi.glover@univ.edu,2,Heidi,Glover,hxg56446,65.0,80,2019-08-29 08:56:02-07:00,52,80,2019-09-05 08:56:02-07:00,60,80,2019-09-12 08:56:02-07:00,65,100,2019-09-19 08:56:02-07:00,45,70,2019-09-26 08:56:02-07:00,81,90,2019-10-03 08:56:02-07:00,47,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,51,60,2019-10-24 08:56:02-07:00,48,60,2019-10-31 08:56:02-07:00,60,100,2019-10-08 12:30:07-07:00,83,100,2019-11-08 12:30:07-07:00,83,100,2019-12-08 12:30:07-07:00,4,14,10,7,9,0.6,0.83,0.83,0.7527027027027027,0.7609642857142856,0.7609642857142856,0.6376811594202898,0.6270409982174688,0.6376811594202898,0.7331900621118013,74.0,C
